project_id,category,required_skills,complexity,duration_weeks,budget,required_experience_years,preferred_hourly_rate_range,project_description,status
PJ1712,writing,"Copywriting, Blog Writing, SEO Writing, Content Writing, Creative Writing",High,3,23500.0,1,$24-$36,"Project requiring expertise in Copywriting, Blog Writing, SEO Writing, Content Writing, Creative Writing",Completed
PJ1713,design,"UI Design, Figma",Low,5,5400.0,7,$18-$82,"Project requiring expertise in UI Design, Figma",Completed
PJ1714,design,"Adobe XD, Figma, UX Design, UI Design",Medium,11,10800.0,7,$21-$31,"Project requiring expertise in Adobe XD, Figma, UX Design, UI Design",Completed
PJ1715,writing,"Copywriting, Blog Writing, Technical Writing",Low,9,5300.0,3,$17-$86,"Project requiring expertise in Copywriting, Blog Writing, Technical Writing",Completed
PJ1716,design,"Logo Design, UX Design, Graphic Design",Low,4,10000.0,5,$22-$49,"Project requiring expertise in Logo Design, UX Design, Graphic Design",Completed
PJ1717,design,"Graphic Design, Logo Design, Figma, UX Design, Adobe XD",Medium,9,11400.0,5,$15-$70,"Project requiring expertise in Graphic Design, Logo Design, Figma, UX Design, Adobe XD",Open
PJ1718,writing,"Blog Writing, Technical Writing, Content Writing, Copywriting, SEO Writing",Medium,1,13800.0,4,$29-$78,"Project requiring expertise in Blog Writing, Technical Writing, Content Writing, Copywriting, SEO Writing",In Progress
PJ1719,programming,"Swift, Python, JavaScript, Node.js, React",Low,2,1400.0,4,$22-$68,"Project requiring expertise in Swift, Python, JavaScript, Node.js, React",Completed
PJ1720,writing,"Creative Writing, Blog Writing, SEO Writing, Technical Writing",Medium,6,6900.0,5,$24-$61,"Project requiring expertise in Creative Writing, Blog Writing, SEO Writing, Technical Writing",In Progress
PJ1721,programming,"Node.js, Django, Ruby, JavaScript, React",High,8,12750.0,2,$29-$80,"Project requiring expertise in Node.js, Django, Ruby, JavaScript, React",In Progress
PJ1722,marketing,"Content Marketing, SEO, Digital Marketing",Low,12,8500.0,7,$15-$84,"Project requiring expertise in Content Marketing, SEO, Digital Marketing",Open
PJ1723,programming,"C++, JavaScript",Medium,4,14700.0,4,$17-$52,"Project requiring expertise in C++, JavaScript",In Progress
PJ1724,design,"Illustrator, UX Design, UI Design",High,7,21000.0,8,$19-$31,"Project requiring expertise in Illustrator, UX Design, UI Design",Open
PJ1725,marketing,"SEO, Analytics, Content Marketing, Email Marketing, PPC",Low,7,4100.0,5,$18-$70,"Project requiring expertise in SEO, Analytics, Content Marketing, Email Marketing, PPC",Completed
PJ1726,programming,"SQL, Node.js, Python, Django",Medium,6,9750.0,2,$25-$90,"Project requiring expertise in SQL, Node.js, Python, Django",Open
PJ1727,design,"Illustrator, UX Design, Figma, UI Design, Adobe XD",Medium,8,5700.0,3,$29-$56,"Project requiring expertise in Illustrator, UX Design, Figma, UI Design, Adobe XD",Open
PJ1728,programming,"Node.js, Swift, Java, SQL, React",High,3,21250.0,7,$17-$100,"Project requiring expertise in Node.js, Swift, Java, SQL, React",In Progress
PJ1729,writing,"Technical Writing, SEO Writing",Medium,12,8400.0,2,$28-$96,"Project requiring expertise in Technical Writing, SEO Writing",Completed
PJ1730,programming,"PHP, JavaScript, Java, Vue.js, C++",Medium,6,13800.0,5,$16-$32,"Project requiring expertise in PHP, JavaScript, Java, Vue.js, C++",Open
PJ1731,design,"UX Design, Logo Design",High,12,14000.0,5,$23-$57,"Project requiring expertise in UX Design, Logo Design",Completed
PJ1732,design,"Figma, UX Design",High,8,12250.0,8,$28-$62,"Project requiring expertise in Figma, UX Design",Completed
PJ1733,marketing,"Social Media Marketing, Analytics, Content Marketing",Medium,12,3900.0,6,$27-$65,"Project requiring expertise in Social Media Marketing, Analytics, Content Marketing",Open
PJ1734,design,"Logo Design, Graphic Design, Photoshop, Figma, Illustrator",Low,10,2600.0,1,$22-$89,"Project requiring expertise in Logo Design, Graphic Design, Photoshop, Figma, Illustrator",Open
PJ1735,programming,"Node.js, React",High,10,20500.0,6,$22-$64,"Project requiring expertise in Node.js, React",Completed
PJ1736,marketing,"PPC, Content Marketing, Social Media Marketing, Digital Marketing",High,9,6750.0,1,$22-$52,"Project requiring expertise in PPC, Content Marketing, Social Media Marketing, Digital Marketing",In Progress
PJ1737,programming,"Angular, JavaScript, Swift, Ruby",High,6,9500.0,7,$26-$57,"Project requiring expertise in Angular, JavaScript, Swift, Ruby",In Progress
PJ1738,programming,"Django, Swift",High,6,17500.0,2,$18-$99,"Project requiring expertise in Django, Swift",Open
PJ1739,programming,"Angular, React, Ruby, Vue.js",Low,8,4200.0,3,$21-$73,"Project requiring expertise in Angular, React, Ruby, Vue.js",Open
PJ1740,writing,"Creative Writing, SEO Writing, Copywriting, Technical Writing, Content Writing",Low,9,4700.0,7,$29-$80,"Project requiring expertise in Creative Writing, SEO Writing, Copywriting, Technical Writing, Content Writing",Completed
PJ1741,writing,"Creative Writing, SEO Writing, Technical Writing, Copywriting, Blog Writing",Low,8,3600.0,6,$15-$99,"Project requiring expertise in Creative Writing, SEO Writing, Technical Writing, Copywriting, Blog Writing",Open
PJ1742,programming,"Ruby, Python, SQL",High,8,23000.0,7,$30-$48,"Project requiring expertise in Ruby, Python, SQL",Open
PJ1743,design,"Figma, Illustrator, Adobe XD, UX Design, Photoshop",Low,6,2600.0,4,$18-$46,"Project requiring expertise in Figma, Illustrator, Adobe XD, UX Design, Photoshop",Open
PJ1744,programming,"Django, JavaScript, Node.js, Ruby",Medium,1,8550.0,2,$22-$81,"Project requiring expertise in Django, JavaScript, Node.js, Ruby",Completed
PJ1745,design,"Adobe XD, Graphic Design, Illustrator",Medium,8,1050.0,3,$24-$43,"Project requiring expertise in Adobe XD, Graphic Design, Illustrator",Completed
PJ1746,marketing,"PPC, Analytics",High,7,24000.0,5,$23-$72,"Project requiring expertise in PPC, Analytics",In Progress
PJ1747,design,"Logo Design, Illustrator, Figma, Graphic Design, UX Design",High,5,12000.0,5,$30-$100,"Project requiring expertise in Logo Design, Illustrator, Figma, Graphic Design, UX Design",Open
PJ1748,writing,"SEO Writing, Blog Writing",Low,5,8900.0,7,$23-$63,"Project requiring expertise in SEO Writing, Blog Writing",In Progress
PJ1749,marketing,"Digital Marketing, Analytics, Content Marketing",Medium,12,5850.0,6,$18-$70,"Project requiring expertise in Digital Marketing, Analytics, Content Marketing",Open
PJ1750,design,"Photoshop, UI Design, Graphic Design",Medium,12,1350.0,1,$23-$37,"Project requiring expertise in Photoshop, UI Design, Graphic Design",In Progress
PJ1751,programming,"Swift, SQL, React, Django",Low,3,1100.0,3,$23-$74,"Project requiring expertise in Swift, SQL, React, Django",In Progress
PJ1752,programming,"Ruby, Angular",Medium,11,5250.0,1,$24-$86,"Project requiring expertise in Ruby, Angular",In Progress
PJ1753,design,"Photoshop, UX Design, Illustrator, Adobe XD, Figma",High,10,24250.0,4,$16-$71,"Project requiring expertise in Photoshop, UX Design, Illustrator, Adobe XD, Figma",In Progress
PJ1754,programming,"Python, Vue.js, JavaScript",High,3,5750.0,1,$29-$84,"Project requiring expertise in Python, Vue.js, JavaScript",In Progress
PJ1755,marketing,"Analytics, Digital Marketing, Social Media Marketing, PPC, Content Marketing",Medium,11,12450.0,1,$27-$50,"Project requiring expertise in Analytics, Digital Marketing, Social Media Marketing, PPC, Content Marketing",Completed
PJ1756,marketing,"Digital Marketing, Social Media Marketing",Medium,4,8700.0,6,$25-$74,"Project requiring expertise in Digital Marketing, Social Media Marketing",Completed
PJ1757,programming,"C++, Ruby, JavaScript, Python",Low,8,4900.0,1,$24-$60,"Project requiring expertise in C++, Ruby, JavaScript, Python",Open
PJ1758,marketing,"Email Marketing, SEO, Content Marketing",High,7,21500.0,2,$26-$87,"Project requiring expertise in Email Marketing, SEO, Content Marketing",Completed
PJ1759,programming,"Java, Vue.js",High,2,11750.0,7,$22-$99,"Project requiring expertise in Java, Vue.js",In Progress
PJ1760,writing,"Technical Writing, Copywriting, SEO Writing, Content Writing, Creative Writing",Low,3,9600.0,7,$28-$74,"Project requiring expertise in Technical Writing, Copywriting, SEO Writing, Content Writing, Creative Writing",In Progress
PJ1761,writing,"Creative Writing, Copywriting, Content Writing, SEO Writing",High,8,17250.0,5,$20-$64,"Project requiring expertise in Creative Writing, Copywriting, Content Writing, SEO Writing",Completed
PJ1762,marketing,"Content Marketing, Social Media Marketing, Digital Marketing",Medium,12,12750.0,7,$24-$42,"Project requiring expertise in Content Marketing, Social Media Marketing, Digital Marketing",Open
PJ1763,design,"Illustrator, Graphic Design, Photoshop, UI Design",Medium,8,3150.0,3,$27-$88,"Project requiring expertise in Illustrator, Graphic Design, Photoshop, UI Design",In Progress
PJ1764,programming,"C++, Swift, JavaScript, Node.js",Medium,10,6900.0,3,$27-$75,"Project requiring expertise in C++, Swift, JavaScript, Node.js",In Progress
PJ1765,writing,"Blog Writing, Technical Writing, Creative Writing, SEO Writing",Medium,8,8250.0,5,$30-$100,"Project requiring expertise in Blog Writing, Technical Writing, Creative Writing, SEO Writing",Open
PJ1766,marketing,"Social Media Marketing, Content Marketing, PPC",Medium,9,4800.0,6,$28-$75,"Project requiring expertise in Social Media Marketing, Content Marketing, PPC",Open
PJ1767,design,"Graphic Design, UX Design, Figma, Photoshop, Logo Design",Medium,11,13200.0,7,$21-$98,"Project requiring expertise in Graphic Design, UX Design, Figma, Photoshop, Logo Design",In Progress
PJ1768,marketing,"Digital Marketing, Content Marketing, Email Marketing, Analytics, SEO",High,11,22750.0,4,$24-$78,"Project requiring expertise in Digital Marketing, Content Marketing, Email Marketing, Analytics, SEO",Completed
PJ1769,programming,"SQL, Django, PHP",Low,10,2300.0,3,$17-$81,"Project requiring expertise in SQL, Django, PHP",In Progress
PJ1770,writing,"Copywriting, Blog Writing",Medium,8,5550.0,5,$21-$32,"Project requiring expertise in Copywriting, Blog Writing",Open
PJ1771,programming,"SQL, C++, Swift, PHP",High,4,24250.0,8,$27-$78,"Project requiring expertise in SQL, C++, Swift, PHP",Completed
PJ1772,design,"UI Design, Adobe XD, Illustrator, Logo Design",Low,8,1900.0,5,$27-$89,"Project requiring expertise in UI Design, Adobe XD, Illustrator, Logo Design",In Progress
PJ1773,marketing,"Email Marketing, Digital Marketing, PPC",High,3,10500.0,3,$19-$62,"Project requiring expertise in Email Marketing, Digital Marketing, PPC",Completed
PJ1774,writing,"Technical Writing, Blog Writing, Copywriting",Low,10,8700.0,6,$27-$35,"Project requiring expertise in Technical Writing, Blog Writing, Copywriting",Open
PJ1775,programming,"Ruby, Vue.js",Low,7,1800.0,6,$17-$78,"Project requiring expertise in Ruby, Vue.js",Completed
PJ1776,writing,"Content Writing, SEO Writing, Copywriting, Creative Writing, Blog Writing",High,10,22250.0,7,$18-$97,"Project requiring expertise in Content Writing, SEO Writing, Copywriting, Creative Writing, Blog Writing",Open
PJ1777,writing,"Blog Writing, Copywriting, Creative Writing, SEO Writing, Content Writing",High,12,13500.0,1,$29-$60,"Project requiring expertise in Blog Writing, Copywriting, Creative Writing, SEO Writing, Content Writing",Open
PJ1778,writing,"Blog Writing, Creative Writing",Medium,8,10650.0,3,$15-$96,"Project requiring expertise in Blog Writing, Creative Writing",Open
PJ1779,writing,"Technical Writing, SEO Writing, Creative Writing",Medium,3,14550.0,7,$30-$85,"Project requiring expertise in Technical Writing, SEO Writing, Creative Writing",In Progress
PJ1780,writing,"Content Writing, Blog Writing, SEO Writing, Technical Writing, Copywriting",Medium,9,11550.0,4,$25-$97,"Project requiring expertise in Content Writing, Blog Writing, SEO Writing, Technical Writing, Copywriting",In Progress
PJ1781,design,"Adobe XD, UX Design, Figma",High,5,20750.0,1,$15-$44,"Project requiring expertise in Adobe XD, UX Design, Figma",Completed
PJ1782,design,"Adobe XD, Photoshop",Medium,8,8250.0,5,$30-$65,"Project requiring expertise in Adobe XD, Photoshop",In Progress
PJ1783,writing,"SEO Writing, Technical Writing, Content Writing, Copywriting, Creative Writing",Low,11,7000.0,8,$16-$96,"Project requiring expertise in SEO Writing, Technical Writing, Content Writing, Copywriting, Creative Writing",Open
PJ1784,writing,"Content Writing, Creative Writing, Technical Writing, Blog Writing",High,1,5250.0,5,$26-$41,"Project requiring expertise in Content Writing, Creative Writing, Technical Writing, Blog Writing",Open
PJ1785,design,"UX Design, Graphic Design, UI Design, Adobe XD",Medium,12,7800.0,3,$27-$33,"Project requiring expertise in UX Design, Graphic Design, UI Design, Adobe XD",Open
PJ1786,design,"Adobe XD, UX Design",Medium,10,750.0,8,$21-$71,"Project requiring expertise in Adobe XD, UX Design",Open
PJ1787,programming,"C++, Ruby",Medium,11,11850.0,3,$18-$60,"Project requiring expertise in C++, Ruby",In Progress
PJ1788,marketing,"PPC, Analytics",Low,12,7800.0,5,$30-$62,"Project requiring expertise in PPC, Analytics",In Progress
PJ1789,writing,"Content Writing, Technical Writing, Blog Writing, Creative Writing, SEO Writing",Medium,1,4200.0,7,$24-$39,"Project requiring expertise in Content Writing, Technical Writing, Blog Writing, Creative Writing, SEO Writing",Open
PJ1790,design,"Logo Design, Adobe XD, Photoshop, Illustrator",Medium,6,3150.0,7,$24-$41,"Project requiring expertise in Logo Design, Adobe XD, Photoshop, Illustrator",In Progress
PJ1791,programming,"Angular, SQL, Node.js, Java, PHP",Low,11,3900.0,1,$30-$61,"Project requiring expertise in Angular, SQL, Node.js, Java, PHP",Open
PJ1792,writing,"Blog Writing, Copywriting, Creative Writing",High,3,13500.0,1,$29-$76,"Project requiring expertise in Blog Writing, Copywriting, Creative Writing",In Progress
PJ1793,writing,"Content Writing, Technical Writing, SEO Writing",High,7,5000.0,4,$19-$45,"Project requiring expertise in Content Writing, Technical Writing, SEO Writing",In Progress
PJ1794,marketing,"PPC, Social Media Marketing, Email Marketing",High,6,23250.0,2,$18-$54,"Project requiring expertise in PPC, Social Media Marketing, Email Marketing",In Progress
PJ1795,design,"UI Design, Photoshop",Low,7,3300.0,8,$27-$86,"Project requiring expertise in UI Design, Photoshop",Open
PJ1796,design,"Graphic Design, Logo Design, Adobe XD, Photoshop",Medium,12,8700.0,6,$17-$63,"Project requiring expertise in Graphic Design, Logo Design, Adobe XD, Photoshop",In Progress
PJ1797,writing,"Blog Writing, SEO Writing",High,12,24500.0,8,$29-$86,"Project requiring expertise in Blog Writing, SEO Writing",Completed
PJ1798,writing,"Technical Writing, Content Writing, Blog Writing",Low,5,9800.0,3,$29-$31,"Project requiring expertise in Technical Writing, Content Writing, Blog Writing",Open
PJ1799,design,"Figma, UI Design, Adobe XD, Illustrator, UX Design",Medium,1,5850.0,7,$29-$82,"Project requiring expertise in Figma, UI Design, Adobe XD, Illustrator, UX Design",Completed
PJ1800,writing,"Blog Writing, Content Writing, Creative Writing, SEO Writing",Medium,5,5100.0,8,$20-$54,"Project requiring expertise in Blog Writing, Content Writing, Creative Writing, SEO Writing",Completed
PJ1801,writing,"Copywriting, Technical Writing, Blog Writing",High,2,7750.0,2,$19-$89,"Project requiring expertise in Copywriting, Technical Writing, Blog Writing",Completed
PJ1802,marketing,"Analytics, Email Marketing, Content Marketing",Low,10,7900.0,1,$23-$84,"Project requiring expertise in Analytics, Email Marketing, Content Marketing",Completed
PJ1803,marketing,"Content Marketing, Digital Marketing, Social Media Marketing",Medium,3,7650.0,2,$20-$100,"Project requiring expertise in Content Marketing, Digital Marketing, Social Media Marketing",Open
PJ1804,marketing,"SEO, Analytics, Content Marketing, Social Media Marketing, Email Marketing",Low,1,2300.0,1,$26-$43,"Project requiring expertise in SEO, Analytics, Content Marketing, Social Media Marketing, Email Marketing",In Progress
PJ1805,design,"UI Design, Photoshop, Logo Design, Graphic Design, Adobe XD",Low,6,6200.0,2,$28-$65,"Project requiring expertise in UI Design, Photoshop, Logo Design, Graphic Design, Adobe XD",Completed
PJ1806,programming,"Python, Java, Django, React, Vue.js",Low,10,2100.0,7,$29-$42,"Project requiring expertise in Python, Java, Django, React, Vue.js",Open
PJ1807,programming,"Java, PHP, Python, Swift, Django",Low,11,10000.0,2,$21-$51,"Project requiring expertise in Java, PHP, Python, Swift, Django",Open
PJ1808,marketing,"SEO, Content Marketing, Email Marketing, Digital Marketing, PPC",Medium,2,8400.0,2,$27-$69,"Project requiring expertise in SEO, Content Marketing, Email Marketing, Digital Marketing, PPC",In Progress
