Freelancer_ID,Skills,Experience_Level,Years_of_Experience,Description,Projects,Budget_Hourly,Budget_Project,Location
F8735,"Mobile Development: mobile app design, mobile app redesign, mobile app testing, android; General: git, sql",Intermediate,10,"Intermediate Mobile Development professional with experience in mobile app design, mobile app redesign, mobile app testing, android.","He mention everybody sister. for Castillo and Sons; Young little people vote entire nation forward. for Bond, Reid and Walters; Everybody another between artist. for Sloan, Abbott and Barnett; Here west nation draw. for Elliott Ltd",17,$1044-$2225,Mumbai
F8736,"Writing & Content Creation: book writing, content localization; General: project management",Intermediate,8,"Intermediate Writing & Content Creation professional with experience in book writing, content localization.",Phone get civil. for Fernandez-Mendez; Operation trouble question already physical. for Gomez-Gardner; Start election part note bring. for Harrison and Sons; Beyond picture weight off. for Randall-Nelson,27,$1377-$1714,Pune
F8737,"DevOps: azure devops, infrastructure management; General: project management",Intermediate,7,"Intermediate DevOps professional with experience in azure devops, infrastructure management.","Song spring thus economy success this. for Hughes, Thomas and Perkins",27,$608-$2673,Delhi
F8738,"DevOps: automation, infrastructure management; General: sql",Intermediate,10,"Intermediate DevOps professional with experience in automation, infrastructure management.",Detail media ok animal power hear. for Medina-Gordon; Attention bar chair ever tree product. for Hooper LLC; Care cause black week son outside sell seem. for Scott Group; Eat phone trip strategy start half. for Mack-Webb; Serve store gun tough free TV painting nearly. for Henry-Ross,27,$517-$2431,Bangalore
F8739,"Business & Consulting: corporate governance, corporate social responsibility; General: git, sql",Entry Level,9,"Entry Level Business & Consulting professional with experience in corporate governance, corporate social responsibility.",Cold despite half from could. for Gray-Brown,5,$156-$809,Delhi
F8740,"UI/UX Design: ui/ux prototyping, ux & ui, mobile ui design; General: agile, git",Entry Level,1,"Entry Level UI/UX Design professional with experience in ui/ux prototyping, ux & ui, mobile ui design.","While garden general. for Williams-Collins; Operation experience behavior. for Mitchell, Clarke and Logan",6,$120-$981,Mumbai
F8741,"DevOps: automation, azure iot core, aws cloudfront; General: git, agile",Intermediate,8,"Intermediate DevOps professional with experience in automation, azure iot core, aws cloudfront.","Base matter center air central. for Cook-Newman; West beautiful drop attorney market memory. for Hardy, Gonzalez and Cooper; Democratic discussion but right huge community. for Johnson-Diaz; Nothing minute moment that success role. for Thomas, Bishop and Lewis",15,$1292-$2760,Pune
F8742,"Database Management: transact-sql, nosql database; General: agile",Intermediate,3,"Intermediate Database Management professional with experience in transact-sql, nosql database.","Key show before instead. for Rose, Blackburn and Yates; Political keep them good body. for Collins, Figueroa and Murphy; After life figure cold through budget short professor. for Robinson-Young",20,$961-$2143,Kolkata
F8743,"UI/UX Design: ux copy, adobe xd, figma; General: ",Expert,11,"Expert UI/UX Design professional with experience in ux copy, adobe xd, figma.",The hand certainly. for Garcia-Cunningham; Development land customer former. for Collins Ltd,59,$2118-$7473,Bangalore
F8744,"Mobile Development: mobile app improvement, mobile app design; General: sql, api",Entry Level,3,"Entry Level Mobile Development professional with experience in mobile app improvement, mobile app design.","Federal result amount already east authority. for Wood, Chambers and Chapman",13,$500-$925,Delhi
F8745,"Graphic & Visual Design: illustration, package graphics, photo manipulation; General: project management",Entry Level,10,"Entry Level Graphic & Visual Design professional with experience in illustration, package graphics, photo manipulation.","Window opportunity film discuss quality rule discussion page. for Wright, Soto and Lyons",9,$88-$771,Delhi
F8746,"UI/UX Design: ux copy, prototyping, user interface design; General: ",Entry Level,1,"Entry Level UI/UX Design professional with experience in ux copy, prototyping, user interface design.",Military participant newspaper start operation lot box. for Browning Ltd,9,$79-$618,Delhi
F8747,"Cybersecurity: information security consultation, encryption, security testing; General: ",Expert,5,"Expert Cybersecurity professional with experience in information security consultation, encryption, security testing.",Pick author gas wonder. for Young-Graham; Black hard our sort there. for Morales Group; Decide by quite including line. for Robinson-Cook; Exist similar field group court never military. for Brown LLC; Current able woman morning. for Myers-Cannon,54,$1974-$5951,Chennai
F8748,"Translation & Languages: romanian to english translation, english to turkish translation; General: sql",Intermediate,3,"Intermediate Translation & Languages professional with experience in romanian to english translation, english to turkish translation.","Note around item marriage part knowledge decision would. for Johnston, Edwards and Shields; Piece home very either. for Sutton Ltd; Interest between stuff success under. for Jones, Stewart and Williams; Single order continue seat. for Tate, Lucas and Richardson",23,$1131-$1914,Bangalore
F8749,"Project Management: project scheduling, milestones; General: api, git",Expert,12,"Expert Project Management professional with experience in project scheduling, milestones.","Chair ability represent subject director newspaper. for Gordon, Wilson and Ayers; Party agent later trade project white heavy. for Harris PLC; Writer policy base eight born organization sort traditional. for Diaz and Sons; Decision option break matter plan. for Leach-Steele",30,$2142-$8840,Mumbai
F8750,"Marketing & SEO: community management, ecommerce marketing, social media account setup; General: api",Entry Level,1,"Entry Level Marketing & SEO professional with experience in community management, ecommerce marketing, social media account setup.","Pull happy it discuss determine executive. for Torres, Morse and Mills",15,$136-$618,Kolkata
F8751,"Education & Training: academic editing, presentation design, teaching; General: git, project management",Entry Level,4,"Entry Level Education & Training professional with experience in academic editing, presentation design, teaching.",Live ago western its author. for Brewer Inc,15,$180-$747,Mumbai
F8752,"Education & Training: life coaching, tutoring; General: api",Entry Level,1,"Entry Level Education & Training professional with experience in life coaching, tutoring.",Science bill heart choice the word big better. for Padilla-Kennedy; Public hospital rise evening. for Johnson Ltd,7,$457-$946,Kolkata
F8753,"Translation & Languages: french to german translation, persian; General: ",Expert,11,"Expert Translation & Languages professional with experience in french to german translation, persian.",Fund worry fight guess. for Briggs-Stewart; Capital clearly its every hear realize. for Lawrence Inc,61,$4018-$8451,Chennai
F8754,"Marketing & SEO: seo strategy, facebook pixel setup & optimization; General: project management, api",Intermediate,10,"Intermediate Marketing & SEO professional with experience in seo strategy, facebook pixel setup & optimization.","Whose national production society court create somebody. for Blackwell, Graves and Quinn; Establish produce issue eye radio education. for Rivas, Gregory and Anderson; Relationship beautiful front parent condition avoid. for Ball-Ramirez; Manage sport be part activity glass. for Davis, Macias and Black",20,$810-$2756,Mumbai
